,Generation Step,Generation Model,Trial Index,Trial Status,Arm Parameterizations
0,0,Sobol,0,COMPLETED,"{'0_0': {'dt': 0.8, 'sensor_std': 1.07, 'integration_method': 'RK2'}}"
1,0,Sobol,1,COMPLETED,"{'1_0': {'dt': 0.62, 'sensor_std': 1.65, 'integration_method': 'RK4'}}"
2,0,Sobol,2,COMPLETED,"{'2_0': {'dt': 0.64, 'sensor_std': 0.68, 'integration_method': 'RK1'}}"
3,0,Sobol,3,COMPLETED,"{'3_0': {'dt': 1.28, 'sensor_std': 1.28, 'integration_method': 'RK1'}}"
4,0,Sobol,4,COMPLETED,"{'4_0': {'dt': 0.52, 'sensor_std': 1.84, 'integration_method': 'RK2'}}"
5,0,Sobol,5,COMPLETED,"{'5_0': {'dt': 0.96, 'sensor_std': 0.42, 'integration_method': 'RK1'}}"
6,0,Sobol,6,COMPLETED,"{'6_0': {'dt': 1.48, 'sensor_std': 0.65, 'integration_method': 'RK2'}}"
7,0,Sobol,7,COMPLETED,"{'7_0': {'dt': 0.54, 'sensor_std': 1.57, 'integration_method': 'RK2'}}"
8,0,Sobol,8,COMPLETED,"{'8_0': {'dt': 1.41, 'sensor_std': 1.38, 'integration_method': 'RK4'}}"
9,0,Sobol,9,COMPLETED,"{'9_0': {'dt': 0.35, 'sensor_std': 0.5, 'integration_method': 'RK1'}}"
10,0,Sobol,10,COMPLETED,"{'10_0': {'dt': 1.12, 'sensor_std': 1.13, 'integration_method': 'RK2'}}"
11,0,Sobol,11,COMPLETED,"{'11_0': {'dt': 0.22, 'sensor_std': 1.11, 'integration_method': 'RK2'}}"
12,0,Sobol,12,COMPLETED,"{'12_0': {'dt': 1.49, 'sensor_std': 0.59, 'integration_method': 'RK1'}}"
13,0,Sobol,13,COMPLETED,"{'13_0': {'dt': 0.45, 'sensor_std': 0.87, 'integration_method': 'RK4'}}"
14,0,Sobol,14,COMPLETED,"{'14_0': {'dt': 0.93, 'sensor_std': 1.79, 'integration_method': 'RK2'}}"
15,0,Sobol,15,COMPLETED,"{'15_0': {'dt': 0.21, 'sensor_std': 0.74, 'integration_method': 'RK4'}}"
16,0,Sobol,16,COMPLETED,"{'16_0': {'dt': 0.12, 'sensor_std': 0.27, 'integration_method': 'RK1'}}"
17,0,Sobol,17,COMPLETED,"{'17_0': {'dt': 0.78, 'sensor_std': 0.2, 'integration_method': 'RK4'}}"
18,0,Sobol,18,COMPLETED,"{'18_0': {'dt': 1.37, 'sensor_std': 0.36, 'integration_method': 'RK1'}}"
19,0,Sobol,19,COMPLETED,"{'19_0': {'dt': 1.29, 'sensor_std': 0.84, 'integration_method': 'RK1'}}"
20,1,BO_MIXED,20,COMPLETED,"{'20_0': {'dt': 0.53, 'sensor_std': 0.01, 'integration_method': 'RK1'}}"
21,1,BO_MIXED,21,COMPLETED,"{'21_0': {'dt': 0.19, 'sensor_std': 0.78, 'integration_method': 'RK1'}}"
22,1,BO_MIXED,22,COMPLETED,"{'22_0': {'dt': 0.43, 'sensor_std': 1.95, 'integration_method': 'RK2'}}"
23,1,BO_MIXED,23,COMPLETED,"{'23_0': {'dt': 0.48, 'sensor_std': 1.95, 'integration_method': 'RK2'}}"
24,1,BO_MIXED,24,COMPLETED,"{'24_0': {'dt': 0.41, 'sensor_std': 1.79, 'integration_method': 'RK2'}}"
25,1,BO_MIXED,25,COMPLETED,"{'25_0': {'dt': 0.97, 'sensor_std': 1.23, 'integration_method': 'RK4'}}"
26,1,BO_MIXED,26,COMPLETED,"{'26_0': {'dt': 0.31, 'sensor_std': 2.0, 'integration_method': 'RK2'}}"
27,1,BO_MIXED,27,COMPLETED,"{'27_0': {'dt': 0.47, 'sensor_std': 1.81, 'integration_method': 'RK2'}}"
28,1,BO_MIXED,28,COMPLETED,"{'28_0': {'dt': 0.52, 'sensor_std': 1.78, 'integration_method': 'RK2'}}"
29,1,BO_MIXED,29,COMPLETED,"{'29_0': {'dt': 0.68, 'sensor_std': 1.26, 'integration_method': 'RK2'}}"
30,1,BO_MIXED,30,COMPLETED,"{'30_0': {'dt': 0.65, 'sensor_std': 1.7, 'integration_method': 'RK2'}}"
31,1,BO_MIXED,31,COMPLETED,"{'31_0': {'dt': 0.65, 'sensor_std': 1.04, 'integration_method': 'RK2'}}"
32,1,BO_MIXED,32,COMPLETED,"{'32_0': {'dt': 0.5, 'sensor_std': 1.82, 'integration_method': 'RK2'}}"
33,1,BO_MIXED,33,COMPLETED,"{'33_0': {'dt': 0.58, 'sensor_std': 1.85, 'integration_method': 'RK2'}}"
34,1,BO_MIXED,34,COMPLETED,"{'34_0': {'dt': 0.75, 'sensor_std': 1.55, 'integration_method': 'RK2'}}"
35,1,BO_MIXED,35,COMPLETED,"{'35_0': {'dt': 0.47, 'sensor_std': 1.79, 'integration_method': 'RK2'}}"
36,1,BO_MIXED,36,COMPLETED,"{'36_0': {'dt': 0.65, 'sensor_std': 1.78, 'integration_method': 'RK2'}}"
37,1,BO_MIXED,37,COMPLETED,"{'37_0': {'dt': 1.05, 'sensor_std': 2.0, 'integration_method': 'RK2'}}"
38,1,BO_MIXED,38,COMPLETED,"{'38_0': {'dt': 0.74, 'sensor_std': 1.17, 'integration_method': 'RK2'}}"
