,Generation Step,Generation Model,Trial Index,Trial Status,Arm Parameterizations
0,0,Sobol,0,COMPLETED,"{'0_0': {'dt': 0.81, 'sensor_std': 1.31, 'integration_method': 'RK4'}}"
1,0,Sobol,1,COMPLETED,"{'1_0': {'dt': 0.46, 'sensor_std': 1.67, 'integration_method': 'RK4'}}"
2,0,Sobol,2,COMPLETED,"{'2_0': {'dt': 1.01, 'sensor_std': 9.51, 'integration_method': 'RK1'}}"
3,0,Sobol,3,COMPLETED,"{'3_0': {'dt': 0.48, 'sensor_std': 3.05, 'integration_method': 'RK1'}}"
4,0,Sobol,4,COMPLETED,"{'4_0': {'dt': 0.34, 'sensor_std': 0.98, 'integration_method': 'RK2'}}"
5,0,Sobol,5,COMPLETED,"{'5_0': {'dt': 1.44, 'sensor_std': 3.41, 'integration_method': 'RK1'}}"
6,0,Sobol,6,COMPLETED,"{'6_0': {'dt': 0.95, 'sensor_std': 7.5, 'integration_method': 'RK4'}}"
7,0,Sobol,7,COMPLETED,"{'7_0': {'dt': 0.79, 'sensor_std': 3.14, 'integration_method': 'RK4'}}"
8,0,Sobol,8,COMPLETED,"{'8_0': {'dt': 0.48, 'sensor_std': 5.09, 'integration_method': 'RK1'}}"
9,0,Sobol,9,COMPLETED,"{'9_0': {'dt': 1.05, 'sensor_std': 6.16, 'integration_method': 'RK2'}}"
10,0,Sobol,10,COMPLETED,"{'10_0': {'dt': 0.8, 'sensor_std': 8.21, 'integration_method': 'RK2'}}"
11,0,Sobol,11,COMPLETED,"{'11_0': {'dt': 0.79, 'sensor_std': 8.68, 'integration_method': 'RK1'}}"
12,0,Sobol,12,COMPLETED,"{'12_0': {'dt': 1.49, 'sensor_std': 3.1, 'integration_method': 'RK2'}}"
13,0,Sobol,13,COMPLETED,"{'13_0': {'dt': 0.81, 'sensor_std': 0.98, 'integration_method': 'RK4'}}"
14,0,Sobol,14,COMPLETED,"{'14_0': {'dt': 1.42, 'sensor_std': 9.27, 'integration_method': 'RK2'}}"
15,0,Sobol,15,COMPLETED,"{'15_0': {'dt': 0.91, 'sensor_std': 6.77, 'integration_method': 'RK4'}}"
16,0,Sobol,16,COMPLETED,"{'16_0': {'dt': 0.48, 'sensor_std': 2.39, 'integration_method': 'RK1'}}"
17,0,Sobol,17,COMPLETED,"{'17_0': {'dt': 0.38, 'sensor_std': 4.83, 'integration_method': 'RK4'}}"
18,0,Sobol,18,COMPLETED,"{'18_0': {'dt': 0.83, 'sensor_std': 2.23, 'integration_method': 'RK4'}}"
19,0,Sobol,19,COMPLETED,"{'19_0': {'dt': 0.84, 'sensor_std': 7.93, 'integration_method': 'RK4'}}"
20,1,BO_MIXED,20,COMPLETED,"{'20_0': {'dt': 0.2, 'sensor_std': 0.1, 'integration_method': 'RK2'}}"
21,1,BO_MIXED,21,COMPLETED,"{'21_0': {'dt': 0.35, 'sensor_std': 0.1, 'integration_method': 'RK2'}}"
22,1,BO_MIXED,22,COMPLETED,"{'22_0': {'dt': 0.28, 'sensor_std': 1.3, 'integration_method': 'RK2'}}"
23,1,BO_MIXED,23,COMPLETED,"{'23_0': {'dt': 0.3, 'sensor_std': 1.18, 'integration_method': 'RK2'}}"
24,1,BO_MIXED,24,COMPLETED,"{'24_0': {'dt': 0.29, 'sensor_std': 1.36, 'integration_method': 'RK2'}}"
25,1,BO_MIXED,25,COMPLETED,"{'25_0': {'dt': 0.27, 'sensor_std': 1.09, 'integration_method': 'RK2'}}"
26,1,BO_MIXED,26,COMPLETED,"{'26_0': {'dt': 0.24, 'sensor_std': 1.01, 'integration_method': 'RK2'}}"
27,1,BO_MIXED,27,COMPLETED,"{'27_0': {'dt': 0.2, 'sensor_std': 1.01, 'integration_method': 'RK2'}}"
28,1,BO_MIXED,28,COMPLETED,"{'28_0': {'dt': 0.2, 'sensor_std': 1.12, 'integration_method': 'RK2'}}"
29,1,BO_MIXED,29,COMPLETED,"{'29_0': {'dt': 0.2, 'sensor_std': 1.01, 'integration_method': 'RK2'}}"
30,1,BO_MIXED,30,COMPLETED,"{'30_0': {'dt': 0.21, 'sensor_std': 1.03, 'integration_method': 'RK2'}}"
31,1,BO_MIXED,31,COMPLETED,"{'31_0': {'dt': 0.2, 'sensor_std': 1.01, 'integration_method': 'RK2'}}"
32,1,BO_MIXED,32,COMPLETED,"{'32_0': {'dt': 0.19, 'sensor_std': 0.97, 'integration_method': 'RK2'}}"
33,1,BO_MIXED,33,COMPLETED,"{'33_0': {'dt': 0.21, 'sensor_std': 0.99, 'integration_method': 'RK2'}}"
