,Generation Step,Generation Model,Trial Index,Trial Status,Arm Parameterizations
0,0,Sobol,0,COMPLETED,"{'0_0': {'dt': 0.95, 'sensor_std': 4.47, 'integration_method': 'RK4'}}"
1,0,Sobol,1,COMPLETED,"{'1_0': {'dt': 1.46, 'sensor_std': 6.82, 'integration_method': 'RK4'}}"
2,0,Sobol,2,COMPLETED,"{'2_0': {'dt': 1.31, 'sensor_std': 7.86, 'integration_method': 'RK2'}}"
3,0,Sobol,3,COMPLETED,"{'3_0': {'dt': 1.04, 'sensor_std': 0.92, 'integration_method': 'RK2'}}"
4,0,Sobol,4,COMPLETED,"{'4_0': {'dt': 1.0, 'sensor_std': 1.28, 'integration_method': 'RK2'}}"
5,0,Sobol,5,COMPLETED,"{'5_0': {'dt': 0.18, 'sensor_std': 8.58, 'integration_method': 'RK2'}}"
6,0,Sobol,6,COMPLETED,"{'6_0': {'dt': 0.74, 'sensor_std': 6.0, 'integration_method': 'RK4'}}"
7,0,Sobol,7,COMPLETED,"{'7_0': {'dt': 0.69, 'sensor_std': 8.25, 'integration_method': 'RK2'}}"
8,0,Sobol,8,COMPLETED,"{'8_0': {'dt': 0.95, 'sensor_std': 5.27, 'integration_method': 'RK1'}}"
9,0,Sobol,9,COMPLETED,"{'9_0': {'dt': 0.33, 'sensor_std': 2.18, 'integration_method': 'RK4'}}"
10,0,Sobol,10,COMPLETED,"{'10_0': {'dt': 0.55, 'sensor_std': 3.1, 'integration_method': 'RK4'}}"
11,0,Sobol,11,COMPLETED,"{'11_0': {'dt': 0.12, 'sensor_std': 5.31, 'integration_method': 'RK1'}}"
12,0,Sobol,12,COMPLETED,"{'12_0': {'dt': 1.44, 'sensor_std': 1.71, 'integration_method': 'RK2'}}"
13,0,Sobol,13,COMPLETED,"{'13_0': {'dt': 1.36, 'sensor_std': 6.6, 'integration_method': 'RK2'}}"
14,0,Sobol,14,COMPLETED,"{'14_0': {'dt': 0.51, 'sensor_std': 4.71, 'integration_method': 'RK1'}}"
15,0,Sobol,15,COMPLETED,"{'15_0': {'dt': 1.18, 'sensor_std': 7.66, 'integration_method': 'RK1'}}"
16,0,Sobol,16,COMPLETED,"{'16_0': {'dt': 1.26, 'sensor_std': 5.88, 'integration_method': 'RK4'}}"
17,0,Sobol,17,COMPLETED,"{'17_0': {'dt': 0.86, 'sensor_std': 8.72, 'integration_method': 'RK4'}}"
18,0,Sobol,18,COMPLETED,"{'18_0': {'dt': 0.89, 'sensor_std': 6.95, 'integration_method': 'RK1'}}"
19,0,Sobol,19,COMPLETED,"{'19_0': {'dt': 1.11, 'sensor_std': 9.75, 'integration_method': 'RK2'}}"
20,1,BO_MIXED,20,COMPLETED,"{'20_0': {'dt': 0.16, 'sensor_std': 0.43, 'integration_method': 'RK4'}}"
